1	438
2	4,25,83,133,306,345,355,387,524,626,658,786,851,871,908,967,987,992
3	207,791
4	315,367,371,382,449,480,481,501,563,608,635,657,747,752,846
5	134
6	7,97,240,313,314,402,666,718,785,883
7	26
8	162,272,278,554,603,713,719,747,878,893
9	15,110,112,328,367,421,424,464,465,526,554,567,588,743,794,799
10	228,361,735
11	444,458,492,538,779,842
12	36,249,716
13	21,79,81,122,155,174,395,465,655,718,724,732,993
14	160,247,521,982
15	516,667,857
16	1,125,625,727,913,967
17	55,90,130,160,294,358,376,382,424,443,494,524,604,659,697,769,783,872,890,916
18	73,101,160,242,310,330,345,434,509,911
19	87,312,332,343,367,490,495,649,680,817,835,858,953,954,988
20	510,987
21	16,36,99,118,176,338,388,494,543,690,703,800,837,885,904,936,947
22	30,60,224,228,319,383,462,530,572,654,848,904,919
23	23,83,102,152,265,313,326,342,353,380,456,582,641,707,752,791,854,858,887,944
24	10,53,66,113,271,398,522,593
25	42,115,273,349,414,490,543,551,615,751,896,914,957,987,997
26	19,219,249,394,460,515,539,666,697,699
27	176
28	2,105,287,460,474,488,498,628,676,703,707,710,826,977
29	75,101,117,230,246,424,592,790,837
30	147,201,262,282,300,312,367,378,385,407,728
31	974
32	84,146,343,376,436,564,573,592,616,816,822,851,923,942,996
33	20,43,205,312,333,338,392,399,469,529,558,670,714,979
34	4,29,78,116,120,187,235,434,483,513,641,675,676,720,817,894,906,911,928,933
35	2,64,99,113,124,154,244,297,383,427,501,545,606,672,757,776,839,921,924
36	227,323,404,428,483,565,762,895,970
37	56,157,180,291,300,499,772,962
38	429,964
39	193,255,360,373,374,387,647,654,724,950
40	74,134,205,290,296,300,420,511
41	160,322,371,684,953
42	295,443,474,723,850,911
43	23,51,134,146,162,353,362,367,413,473,494,504,590,731,754,787,942
44	58,220,243,255,311,375,614,791,990
45	76,285,754,922
46	34,156,284,380,525,606,713,734,745,766,845,849
47	100,226,558
48	86,177,316,350,447,536,541,608,637,664,700,743,858,885,922,971
49	43,47,156,282,295,358,360,411,495,528,543,638,641,665,752,847,860
50	3,43,54,77,157,194,250,314,316,327,392,449,450,491,557
51	36,134,141,168,205,212,222,403,560,582,751,818,852,865
52	139,236,243,644,732,769,934,944,957
53	3,26,113,192,201,268,290,372,384,443,463,506,577,652,702,723,793,796,827,955
54	74,145,161,343,361,554,691,908
55	206,307,531,708,793,934
56	144,708
57	37,97,189,284,443,523,582,957
58	42,82,83,177,277,316,321,384,406,452,481,493,862,865,921
59	53,220,494,535,914
60	394,441,620,708,796
61	103,135,145,247,457,559,586,769,986
62	43,89,211,228,257,541,705,765
63	111,320,403,537,552,620,671,684,808
64	35,164,317,337,935,956
65	38,85,114,169,183,289,309,364,419,593,603,631,635,704,823,836,963,996
66	22,59,63,181,197,264,434,583,606,635,641,765,785,853,871
67	123,152,191,317,356,431,758
68	103,222,278,383,437,464,664,704,772,940,968,996
69	24,55,67,70,186,235,317,496,514,524,567,660,680,689,852,880,886,931,960,962
70	18,79,102,129,223,244,317,386,401,528,615,641,671,882,959,969,977,986
71	168,333,390,616
72	159,177,185,385,458
73	5,35,299,316,351,475,547,612,673,740,850,904,958
74	243,339,363,370,414,442,447,468,601,622,675,716,722,770,825,835,850,938,963,968
75	319,676,713,771,926,961
76	117,394,411,422,602,618,682,755,790,848,920
77	6,931
78	41,101,122,369,443,786,998
79	7,256,258,275,473,639,640,948,981
80	29,55,87,139,179,191,232,366,575,634,680,749,758,789,874
81	312,355,359,383,625,732,768,892
82	65,87,549,660,744,765,838
83	53,98,219,367,388,649,964
84	24,104,205,359,375,499,536,566,680,760,858,951
85	8,93,107,207,251,279,322,446,485,613,655,786,885,886,948,988
86	197,492
87	185,244,272,325,389,440,476,500,511,565,768,887
88	20,30,55,71,117,252,333,397,447,521,594,601,606,683,845,887
89	14,98,157,195,344,400,453,463,473,536,596,597,600,705,764,815,833,851
90	317,730,785
91	82,125,156,183,272,309,366,497,559,677,681,751,759,760,805,820,872,961
92	228
93	113,183,407,567,692,937
94	204,233,336,347,376,409,411,530,586,634,815,900,936,940
95	37,226,628,689,899,911
96	121,159,173,251,317,363,377,404,437,482,515,516,525,659,788,868,920
97	4,344,831
98	26,204,289,300,414,459,480,532,606,780,923,960,979,983
99	99,172,173,187,224,349,937
100	235,307,346,487,684
101	109,127,389,665,881
102	47,65,224,267,268,297,351,406,531,704,712,748,949
103	24,25,92,116,306,323,345,384,425,433,536,599,703,719,780,884
104	225,258,407,414,552,619,685,709,849,970,976
105	107,319,379,514,552,717,723,799
106	16,114,161,247,358,368,392,460,557,640,703,713,714,891
107	43,79,162,186,320,489,490,519,598,714
108	105,371,398,405,430,498,513,569,712,808,910,921
109	18,305,332,497,629,888,931,962
110	31,61,243,321,441,479,515,530,816
111	154,319,327
112	105,207,270,372,411,695,935,991
113	109
114	444,565,588,685,980
115	10,69,76,114,156,185,191,372,374,410,416,506,546,604,609,645,782,874,878,990
116	8,15,25,37,64,94,134,169,250,346,427,625,637,804,852,913,977
117	225,389,428,571,826
118	9,72,88,294,316,335,368,374,461,859,992
119	32,116,144,235,252,267,290,423,584,592,639,709,729,758,850,899,978
120	86,89,157,230,268,282,430,464,479,637,758,923,945,976
121	97,138,150,242,259,288,330,433,513,577,658,690,743,880,932,958,975,989
122	27,115,179,351,702,722,725,753,756,933
123	10,31,33,58,144,209,242,577,604,639,659,737,746,910,963,978
124	7,107
125	425,491,727
126	62,78,197,446,456,471,503,530,589,598,721,749,786,854,857,905,907
127	13,143,219,271,279,292,298,332,379,381,504,519,668,730,770,835,837,843,952,962
128	146,398,407,643,734,937
129	90,117,148,220,291,377,381,482,610,673,781,801,862,923,983
130	74,112,121,174,217,267,293,401,407,435,549,725,808,818,827,928,943
131	22,95,101,179,229,279,403,505,522,541,553,590,597,636,732,847,893,990
132	22,145,151,160,167,171,309,319,405,484,549,580,657,744,746,881,892,935
133	42,46,63,69,113,141,164,465,487,594,598,603,628,641,644,769,795,826,919,987
134	92,136,293,365,538,615,673,798,812,846
135	42,319,333,539,678,759
136	31,61,270,327,359,370,377,413,438,469,483,775,793,818
137	28,577,875
138	7,53,75,80,127,259,296,308,350,428,465,493,505,728,771,823,973,997
139	161,218,236,266,392,494,650,701,748,785,936,943,961,982
140	2,16,30,150,175,180,182,222,472,555,568,699,727,839,883,934
141	5,54,168,179,215,677,749,824,852,894
142	3,22,261,293,358,375,404,498,525,578,602,622,705,797,860,885,904,950,990
143	103,167,282,291,422,782,790,825,917,922
144	46,84,310,467,497,512,556,610,679,765,766,768,774,801,817,845,884,912,929,935
145	181
146	6,41,282,307,586,728,774,913,971
147	131,248,411
148	391,609,881,884
149	189,315,423,790,893,904,1000
150	49,96,135,154,158,225,239,316,326,451,454,650,656,687,689,753,925,977
151	93,585
152	119,208,253,256,369,410,525,532,544,594,633,746,834
153	40,41,96,98,146,177,261,264,425,443,605,639,719,724,733,814,905,974
154	351,375,614,920
155	83,137,344,443,493,656,661,663,745,773,924
156	163,470,599
157	142,274,352,497
158	91,175,313,422,457,715,728,894,971,993
159	70,71,165,225,357,458,515,600,753,789,807,813
160	50,84,121,139,169,192,266,290,313,345,401,412,542,576,585,660,796,913,976
161	121,138,245,325,338,381,406,412,468,473,577,599,604,610,611,651,695,851,990
162	31,49,223,339,352,369,402,411,437,484,499,576,608,633,792,951,988
163	106,165,208,221,240,432,437,581,624,626,794,796,950,967
164	41,53,145,264,508,539,596,733,953,980
165	26,74,215,428,462,613
166	109,214,350,408,457,470,482,484,540,579,656,674,686,819,830,844,860,883,891,932
167	188,227,577,689
168	294,378,468,612,694,783
169	32,36,58,98,119,125,157,203,299,363,429,436,522,564,628,733,906
170	382,531,559,745,809,816,837
171	121,224,256,621,825,859
172	142,147,246,257,276,700,721,775,903,945,967
173	64,122,149,173,201,275,431,489,592,644,652,747,931
174	35,495,634,734,866,890,932,936
175	252,605,613
176	503,622,626,670,935
177	75,82,133,303,356,373,406,422,822,925,995
178	107,126,214,273,425,438,473,475,635
179	84,147,201,279,319,350,358,359,491,532,596,618,700,798,816,883,903,937,975,999
180	391,552,562,764,967
181	67,119,186,244,289,303,316,330,406,551,552,621,622,664,686,687,731,780,994
182	146
183	86,135,191,456,457,680,701,781,810,834,864,896,955,987
184	1,112,114,115,143,200,270,447,491,568,606,637,671,833,856,872,898,925,984
185	522
186	18,76,95,139,168,230,277,654,729,815,844,926,996
187	87,343,458,955
188	80,155,157,233,328,429,438,481,489,562,672,715,849,999
189	46,53,172,173,188,360,378,443,458,497,508,633,811,833,844,900,949,953,956
190	11,72,74,137,199,280,309,314,379,472,510,549,773,892,897,931,982
191	147,148,173,249,527,651,799,986
192	132,475,646,653,926,928,957
193	46,59,173,312,502,650,679,693,694,697,789,819,901,948
194	68,270,340,368,449,502,580,724,736,776,821,945,972
195	225,333,473,487,572,629,641,670,685,710,721,802
196	57,268,292,410,423,428,450,503,520,789,875
197	55,209,424,647,766,839,866,878,885,904
198	6,24,34,83,137,155,219,232,358,365,367,466,671,678,720,755,838,912
199	387,552,564,600,648,810,870,931
200	89,388,540,579,886,993
201	2,49,299,307,336,392,642,672,994
202	76,86,148,178,265,275,334,376,435,466,543,549,596,812,839,940
203	103,117,137,208,311,425,453,478,503,531,541,568,643,651,669,741,813,830,956,1000
204	6,94,191,244,263,352,396,420,479,498,531,548,568,651,799,941
205	108,149,179,355,435,467,681,720,893
206	62,71,136,145,205,326,408,432,534,578,599,634,668,762,777,785,827
207	500,507,570,587
208	36,188,242,243,247,367,530,892
209	68,110,171,437,451,703,911,948
210	78,138,163,182,199,205,292,320,378,521,570,615,738,747,757,846,847,862,911,942
211	613,826,879
212	432,697,722
213	141,219,228,650,798,855,949,965
214	97,108,137,231,236,489,532,617,671,753,766,979,987
215	73,209,862,950
216	262,421,596,810
217	57,244,331,368,381,487,553,677,904
218	26,132,162,179,363,521,747,833,890
219	68,222,243,281,444,472,646,647,672,689,705,772,851,879,961
220	580,685,861
221	927
222	54,85,236,359,447,455,463,466,497,501,538,643,807,891,922,951,985,991
223	304,371,377,386,552,621,695,707,723,839,854,861
224	122,310,421,424,447,476,486,524,592,648,651,699,718,728,876,908,925
225	45,128,160,264,292,314,338,357,377,402,455,526,530,621,749,759,945
226	27,56,352,398,527,616,770
227	129,343,395,493,501,515,516,529,576,721,772,780
228	90,148,366
229	22,27,29,52,159,251,300,405,783,976
230	34,58,149,223,236,255,341,620,683,686,717,756,827,835
231	18,83,427,487,549,552,600,601,655,759,981
232	121,138,192,217,398,411,489,575,612,648,724,851,868
233	196,265,454,649,735
234	94,200,215,351,374,390,451,458,512,535,538,765,824,835,846,878,932
235	24,102,153,220,284,321,343,384,412,449,541,630,656,673,693,762,767,776,947,981
236	1,101,114,158,224,300,327,339,408,425,495,517,523,543,695,764,814,964
237	31,33,153,183,202,262,397,546,684,762,814,894,932
238	208
239	41,49,63,106,194,233,235,319,381,415,508,613,640,743,764,940,950
240	28,260,533,849,897
241	2,130,148,173,296,388,431,432,471,536,600,644,750,792,820,823,865,993
242	21,225,419,579,597,677,684,724,746,851,960
243	122,142,239,321,478,542,547,752,830,848
244	7,203,293,306,329,402,501,510,515,566,874,885,907
245	575
246	37,81,119,168,189,199,224,242,341,445,466,535,624,636,655,722,737,882
247	21,42,152,285,341,501,644,664,700,707,920
248	140,230,268,303,333,358,434,460,555,664,750,804,812,940
249	303,773
250	130,138,328,389,496,603,646,706,722,748,776,803,813,995
251	270,353,562,663,674,706,707,717,765,973
252	311,732
253	115,191,274,455,529,908
254	144,155
255	32,288,445
256	46,81,199,356,399,547,641,692,728,756,782,914,924,959
257	668,784
258	17,59,144,276,339,370,432,447,477,513,526,527,549,566,604,776,785,793,869,954
259	30,74,83,141,242,243,306,605,618,636,663,674,777,823,826,862,866,876,893,965
260	9,243,319,596,623,671,911
261	67,85,91,100,173,181,239,473,533,542,546,576,645,646,660,688,734,754,769,944
262	99,109,152,230,280,320,355,495,496,522,574,628,677,683,736,741,770,798,864,959
263	132,195,307,405,565,683,733,893
264	44,216,343,469,700,927,993
265	366,500,508,516,525,552,635,677,845,885
266	143,390,419,454,530,563,583,741,825,944
267	47,122,359,372,387,406,494,633,644,812,925
268	45,190,194,365,709,761,869,943
269	20,42,66,103,157,301,372,609,769,867,915,943,960,961
270	131,242,369,617,667,720,849
271	65,533,668
272	4,46,59,170,197,385,425,433,441,449,508,601,622,639,788,801,803,846,929,949
273	7,173,182,190,235,301,394,460,656,682,697,744,830,904,921,936,971
274	11,45,123,179,243,245,287,324,417,489,583,587,624,715,719,763,788,828,836,845
275	6,12,27,31,227,241,264,287,322,540,723,810,856,910,941,952
276	63,905
277	89,144,292,371,382,413,536,616,754
278	495,640
279	133,266,379,450,563,666,844,853,880,897,921
280	75,378,401,435,563
281	23,83,104,173,263,285,482,616,824,936,947,964
282	66,128,163,213,218,342,736,771,890,901,923
283	48,51,139,219,252,293,310,313,369,413,469,526,601,623,638,751,867,879,912,959
284	41,76,142,174,284,297,398,493,573,967,989
285	35,71,105,194,356,454,461,541,592,595,619,697,732,743,976
286	38,51,97,165,167,292,356,442,637,698,795,835
287	26,205,281,316,676,734,765,979
288	2,33,111,112,126,128,279,393,434,621,671,769
289	34,127,146,284,368,577,578,752,850,907,929
290	15,104,167,279,365,384,750,842,889,964
291	124,151,259,301,346,369,438,524,687,696,770,845,880,933,970,997
292	206,450,610,794
293	22
294	587,617,630,865
295	3,35,66,136,274,343,388,414,576,579,589,659,730,883,977
296	64,73,95,103,105,139,295,445,523,527,638,663,730,745,780,926
297	100,128,153,183,279,284,328,341,415,424,433,440,476,522,532,607,681,711,781,965
298	53,146,178,358,606,702,820,846,897,990
299	31,59,77,227,327,360,409,450,470,495,515,588,625,657,806,830,850,970
300	71,185,258,619
301	274,425
302	32,38,131,523,546,685,931
303	163,202,275,354,495,592,622,638,674,680,681,691,709,838,858,940
304	274,833
305	125,244,404,411,563,622,647,681,728,883
306	31,714,903
307	197,300,319,545,762
308	1,47,195,318,357,455,476,537,545,576,738,745,814,923,926,947,980,996,997
309	39,40,60,307,332,397,442,635,676,679,714,818,849,927
310	253
311	61,87,107,183,231,265,296,318,653,676,719,871,872,873,904,941
312	222,260,379,384,846
313	44,47,94,184,355,375,496,528,568,638,943
314	25,233,235,241,324,523,607,621,642,940
315	368
316	616,924
317	98,269,357,713
318	7,140,171,326,402,566,743,755,836,837,888,936,955
319	8,57,204,246,301,319,327,442,731,762,790,825,968
320	3,18,39,206,286,293,338,384,404,438,461,476,534,655,752,776,824,896,994
321	8,113,166,351,368,419,457,649,676,708,858,880,995
322	101,117,225,477,497,868
323	16,87,144,164,181,182,419,436,455,462,473,532,585,795,917,950
324	115,273,296,522,543,560,684,775,836
325	154,198,279,308,334,366,375,384,532,618,663,728,792,797
326	15,76,85,283,374,440,525,729,747,779,853,870,966,980
327	130,232,236,241,251,733,771,960,980
328	93,196,210,231,236,298,318,376,384,386,466,505,559,620,659,792,803,830,887,957
329	54,194,476,500,598,681,711,715,840,961
330	111,182,189,205,279,287,298,308,425,658,689,692,756,820
331	145,194,340,408,499,630,676,733
332	84,451,467,553,642,699,726,780,919,953,962,990
333	17,28,141,158,223,228,484,534,708,715,740,756,762,791,793,818,851,901,931,972
334	43,67,80,107,286,317,468,529,584,796,938
335	40,204,258,298,364,374,383,497,670,673,778,836,955
336	630
337	5,59,336,347,456,463,522,533,619,621,630,676,729,754,765,767,768,902,913,962
338	168,291,480,538,782
339	219,308,399,490,520,609,637,652,662,701,711,728,777,853,960,992
340	169,238,399,442,473,548,665,806
341	31,116,248,295,390,407,571,579,598,617,663,809,862
342	56,107,125,134,186,311,393,426,463,553,744,747,758,767,845,874
343	88,150,166,285,300,453,478,486,520,612,647,659,693,748,778,957
344	101,810
345	43,292,456,513,558,776,803,968
346	11,111,117,131,146,250,297,355,382,530,556,627,735,797
347	54,256,288,295,361,364,385,455,560,586,677,712,725,761,827,957
348	410,914
349	15,28,154,183,226,296,329,390,392,413,444,446,454,624,932,990
350	56,261,363,383,493,567,607,748,796,843
351	44,87,159,175,187,255,263,420,500,532,591,773,822,964
352	14,266,420,439,614,647,818
353	4,40,138,302,378,386,431,449,491,569,771,791,850,854,893,905,980
354	80,139,264,947
355	35,111,152,172,187,280,420,456,466,609,697,716,754,764,821,832,838,888,932,971
356	83,163,205,527,552,687,853,948,949
357	93,105,158,182,262,282,325,394,472,475,529,544,595,721,742,796,838,916,946
358	20,63,111,173,337,404,430,485,515,554,557,581,752,762,815,819,967
359	9,129,176,210,212,233,293,295,311,341,396,501,506,511,576,610,626,665,787,817
360	19,78,209,272,325,406,503,553,638,660,689,710,751,763,811,835,858,859,862,873
361	117,196,206,292,311,320,364,477,483,513,547,681,689,724,848,851,870,978
362	68,101,119,191,286,425,456,514,522,560,576,737,905,919,931,947,954,960
363	15,48,146,496,534,748,920,974
364	55,85,178,400,786,827,885,938
365	43,79,106,179,266,524,654,711,740
366	203,279,462,590,667,719,868,881,896
367	31,106,332,337,371,398,445,599,657,692,699,757,847,890,925,973,979
368	261,875,930
369	162,196,348,450,676,724,951
370	174,263,326,358,399,585,772,782,792,834,949
371	32,359,372,506,595,603,694,758,829,902,985
372	139,223,353,360,417,535,719,735
373	80,406
374	280,537,726,988
375	176,223,315,444,514,678
376	22,168,179,189,222,243,320,345,387,403,446,611,690,698,720,733,791,794,887,924
377	362,518,782,904
378	116,152,186,203,225,327,398,402,474,516,529,535,540,595,681,760,837,949,963,998
379	165,174,449,483,506,876,903,926,962,997
380	13,41,147,228,323,410,454,472,503,560,571,572,777,843,898,943
381	40,156,277,282,334,361,401,497,555,574,702,775,789,795,876,953
382	145,248
383	106,124,226,581,870
384	22,56,67,86,267,381,638,656,737,751,771,863,894,912,998
385	69,107,226,231,357,365,391,425,445,634,639,719,733,890,907,960,966
386	1,102,104,127,250,309,461,503,509,515,550,644,650,693,694,724,756,843,848,879
387	110,167,763
388	112,179,435,491,498,569,644,663
389	31,56,155,196,209,318,342,344,455,484,521,586,645,653,766,806,836,963,985,1000
390	5,226,532,826,864
391	163,187,374,441,646,720,762,963
392	241,561,649,779
393	167,646,842
394	3,32,71,189,336,455,478,549,655,686,810,813,841,976
395	20,167,171,179,211,241,333,466,605,635,673,881
